"","SitRecID","percent_protected","cddETCCDI","r95pETCCDI","wsdiETCCDI","txxETCCDI","cdd_rank","txx_rank","r95p_rank","wsdi_rank","protected_rank","total_rank","risk_group"
"1",7096,0,-0.0413301223976811,0.133577769368673,1.40418257221707,1.57313106517599,0.748427672955975,0.962264150943396,0.880503144654088,0.635220125786163,0.79874213836478,3.22641509433962,6
"2",7104,52.0862188393318,0.0327094750475677,0.103243577786567,2.03519431749564,0.974907712412601,0.616352201257862,0.842767295597484,0.817610062893082,0.861635220125786,0.232704402515723,3.13836477987421,6
"3",7152,13.3618371128041,0.0651473349658439,0.0539747100593368,2.32305339629692,0.474857833650374,0.911949685534591,0.610062893081761,0.578616352201258,0.924528301886792,0.440251572327044,3.0251572327044,6
"4",7154,0,-0.159058919802291,-0.142241521157417,1.20004090010401,0.416311242363669,0.987421383647799,0.584905660377358,0.930817610062893,0.433962264150943,0.79874213836478,2.93710691823899,6
"5",32048,0,0.0600038021559972,0.0388033197490658,1.48074755039058,1.07921288555319,0.886792452830189,0.855345911949686,0.477987421383648,0.691823899371069,0.79874213836478,2.91194968553459,6
"6",7091,8.08183092811207,0.0583087309490741,0.0752354093397765,1.27374157262791,0.921012719953909,0.855345911949686,0.80503144654088,0.723270440251572,0.490566037735849,0.515723270440252,2.87421383647799,6
"7",7148,23.914860078449,-0.0560915862317863,0.0615915028977064,2.86785408289923,0.295547647187204,0.849056603773585,0.377358490566038,0.654088050314465,0.968553459119497,0.371069182389937,2.84905660377358,6
"8",45511,6.29205912720906,-0.0489861663086983,0.0925013424842885,2.72536041801176,0.275443731052704,0.79874213836478,0.320754716981132,0.767295597484277,0.962264150943396,0.547169811320755,2.84905660377358,6
"9",45507,0,0.095084083150825,0.032679903715766,2.69768979772981,0.351189561925752,0.962264150943396,0.509433962264151,0.39622641509434,0.949685534591195,0.79874213836478,2.81761006289308,6
"10",7081,17.4164984872157,-0.0373102885124356,0.13312825920838,1.37103318860889,0.535301027003432,0.647798742138365,0.641509433962264,0.874213836477987,0.60377358490566,0.415094339622642,2.76729559748428,5
"11",7153,0,-0.279283356367569,0.38565749496521,0.837845632712482,0.560502795980433,1,0.647798742138365,1,0.0943396226415094,0.79874213836478,2.74213836477987,5
"12",45574,0.764217265758391,0.0325515694035621,0.0806248043621227,1.30130775074087,0.968437630479993,0.610062893081761,0.830188679245283,0.748427672955975,0.534591194968553,0.716981132075472,2.72327044025157,5
"13",7093,12.7535628370195,-0.0380289903441349,0.124848325899225,1.08134093342856,0.938758355499522,0.679245283018868,0.823899371069182,0.861635220125786,0.314465408805031,0.452830188679245,2.67924528301887,5
"14",45551,11.1998043209217,0.0550810749043347,0.0474074992546849,1.15680972076107,1.52216916421447,0.836477987421384,0.955974842767296,0.515723270440252,0.364779874213836,0.471698113207547,2.67295597484277,5
"15",7168,44.906639715146,0.0479809135639433,0.0404246994441354,1.93812976816546,0.406995690230168,0.786163522012579,0.572327044025157,0.484276729559748,0.823899371069182,0.270440251572327,2.66666666666667,5
"16",7086,38.0213967958696,-0.0404905887012635,0.133755182808111,0.875189912575049,1.4032201921097,0.729559748427673,0.937106918238994,0.886792452830189,0.113207547169811,0.314465408805031,2.66666666666667,5
"17",45550,0.36306300951768,0.0293244565765762,0.0813433229781773,1.35466220424803,0.897151454048934,0.534591194968553,0.786163522012579,0.754716981132076,0.572327044025157,0.735849056603774,2.64779874213836,5
"18",7173,95.8710060981731,0.0878706347342439,-0.0706878705660278,2.18630917944272,0.173110321194232,0.943396226415094,0.125786163522013,0.685534591194969,0.886792452830189,0.0880503144654088,2.64150943396226,5
"19",7089,0.144943704981719,0.0282333123933044,0.102632236063304,1.19764345350263,1.25219280057483,0.50314465408805,0.886792452830189,0.811320754716981,0.427672955974843,0.779874213836478,2.62893081761006,5
"20",7077,15.224962437302,-0.105032851009291,0.186045167447605,1.36188756706057,0.145090004800074,0.981132075471698,0.0691823899371069,0.981132075471698,0.591194968553459,0.433962264150943,2.62264150943396,5
"21",7078,38.9111457293968,-0.0750015778022018,0.246685340662588,1.37576677141946,0.140839557139583,0.924528301886792,0.0628930817610063,0.987421383647799,0.616352201257862,0.308176100628931,2.59119496855346,5
"22",45575,51.7344011247495,0.0308577051319249,0.102460654361643,1.18079919884569,0.913906610493708,0.572327044025157,0.79874213836478,0.80503144654088,0.408805031446541,0.238993710691824,2.58490566037736,5
"23",45517,66.7046530133469,-0.0628808808950946,-0.0337469941361692,2.29145882321979,0.280550457371609,0.89937106918239,0.339622641509434,0.415094339622642,0.918238993710692,0.176100628930818,2.57232704402516,5
"24",45513,7.94408463468438,-0.0304205636841063,0.0988523489018767,2.45151034913785,0.260154686552099,0.559748427672956,0.29559748427673,0.779874213836478,0.937106918238994,0.522012578616352,2.57232704402516,5
"25",7094,50.5893621362968,-0.00126263717432556,0.137762024720358,1.48353835392003,1.38835570064157,0.0125786163522013,0.924528301886792,0.918238993710692,0.69811320754717,0.251572327044025,2.55345911949686,5
"26",45512,11.7531509264671,-0.07736000256684,0.0312094874353506,2.48026816563476,0.257064300715321,0.930817610062893,0.283018867924528,0.383647798742138,0.943396226415094,0.459119496855346,2.54088050314465,5
"27",7150,17.5359604039711,0.0381205535372385,0.0266039635198781,3.15591376734371,0.355344295622123,0.685534591194969,0.522012578616352,0.339622641509434,0.993710691823899,0.408805031446541,2.54088050314465,5
"28",32058,0,-0.0344825244938726,0.0745653200417181,1.04524388053879,1.13990906043487,0.635220125786163,0.867924528301887,0.716981132075472,0.283018867924528,0.79874213836478,2.50314465408805,5
"29",7171,11.3576365214421,-0.100525890827338,0.171526137427712,0.580179738417438,-0.371826067476565,0.974842767295597,0.547169811320755,0.968553459119497,0.00628930817610063,0.465408805031447,2.49685534591195,5
"30",45516,58.670113071902,-0.0675833409310277,-0.0134774996036046,2.23974099597788,0.33021097713047,0.918238993710692,0.446540880503145,0.20125786163522,0.905660377358491,0.20125786163522,2.47169811320755,5
"31",7076,99.5657268102454,-0.0625472265283698,0.118918413319399,0.866743270244433,0.483492499725388,0.893081761006289,0.622641509433962,0.849056603773585,0.10062893081761,0.0125786163522013,2.46540880503145,5
"32",7144,0,-0.0286824509421515,-0.057680221646205,2.16945293446607,0.32313426215239,0.522012578616352,0.427672955974843,0.610062893081761,0.880503144654088,0.79874213836478,2.44025157232704,5
"33",45577,9.87676006488445,0.0396394598525494,0.0344868628873669,1.15633402475231,1.39068880635078,0.716981132075472,0.930817610062893,0.427672955974843,0.358490566037736,0.50314465408805,2.43396226415094,5
"34",7082,29.4971141239425,-0.0156307943658646,0.151571348482266,1.28652149574887,0.835180485899551,0.188679245283019,0.773584905660377,0.949685534591195,0.522012578616352,0.333333333333333,2.43396226415094,5
"35",45531,19.854346993117,0.059472157297215,0.0560000118272214,1.07235175077245,0.58845009207726,0.874213836477987,0.666666666666667,0.591194968553459,0.29559748427673,0.383647798742138,2.42767295597484,5
"36",7167,76.2837460675384,0.055322902625617,0.0570739133373684,2.23480072277269,0.156238235969743,0.842767295597484,0.0880503144654088,0.59748427672956,0.89937106918239,0.163522012578616,2.42767295597484,5
"37",45540,5.7819869612004,0.0312507911341289,0.0528539881357414,1.33055938474653,0.714555294706365,0.578616352201258,0.710691823899371,0.572327044025157,0.547169811320755,0.559748427672956,2.40880503144654,5
"38",45528,0,0.0532832437334933,-0.0571320450588213,1.51981318660737,0.23347480020138,0.817610062893082,0.232704402515723,0.60377358490566,0.729559748427673,0.79874213836478,2.38364779874214,5
"39",32050,62.2335794374102,-0.0462844098524947,0.355348402649768,1.33327122676105,0.128791014724081,0.773584905660377,0.0566037735849057,0.993710691823899,0.553459119496855,0.188679245283019,2.37735849056604,5
"40",7103,1.06491491705762,0.0283860481207211,0.035524571842881,1.58533091332635,0.66249521091731,0.509433962264151,0.679245283018868,0.440251572327044,0.742138364779874,0.69811320754717,2.37106918238994,5
"41",7149,7.89019818080385,0.0268581495311132,0.0451789205447189,2.97521638584109,0.305385371892145,0.477987421383648,0.40251572327044,0.50314465408805,0.981132075471698,0.528301886792453,2.36477987421384,5
"42",7166,49.0474713595857,0.0317615183961284,0.0671495691598037,2.08492118822752,0.227501593816161,0.591194968553459,0.220125786163522,0.672955974842767,0.874213836477987,0.257861635220126,2.35849056603774,5
"43",44663,26.3758303766294,-0.028039007320118,0.177012277670531,0.832844546933399,0.902101440953485,0.490566037735849,0.792452830188679,0.974842767295597,0.0880503144654088,0.352201257861635,2.34591194968553,5
"44",7092,88.6018121739301,-0.00582439066053508,0.156378886570465,1.0505925779581,2.04826381408205,0.0880503144654088,1,0.962264150943396,0.289308176100629,0.125786163522013,2.33962264150943,5
"45",7137,100,-0.059698594995207,-0.0464044567320138,1.36041485111993,0.28352610318348,0.880503144654088,0.352201257861635,0.509433962264151,0.584905660377358,0,2.32704402515723,4
"46",7124,98.5217275930385,0.0180292311157302,0.110770725000091,1.4429554520874,0.399058572090038,0.264150943396226,0.559748427672956,0.830188679245283,0.660377358490566,0.0440251572327044,2.31446540880503,4
"47",7121,53.9864552381453,0.0215113439472816,0.0607907826794019,1.14298687487122,1.49950942174353,0.364779874213836,0.943396226415094,0.647798742138365,0.339622641509434,0.226415094339623,2.29559748427673,4
"48",7141,0,0.021603812892457,-0.148820934248034,1.17784333530736,0.406447885494041,0.371069182389937,0.566037735849057,0.943396226415094,0.39622641509434,0.79874213836478,2.27672955974843,4
"49",7116,24.1299079232124,0.0405771271820228,0.0220901462283543,1.10141262854539,1.34220323514457,0.735849056603774,0.911949685534591,0.30188679245283,0.320754716981132,0.364779874213836,2.27044025157233,4
"50",7095,99.8060000703587,-0.0158133978360477,0.126783919120447,1.01040491380243,1.6067418961814,0.19496855345912,0.968553459119497,0.867924528301887,0.238993710691824,0.00628930817610063,2.27044025157233,4
"51",45549,6.45910978601661,0.0259313837046078,0.0631513811618871,1.15962096769141,0.765077304840084,0.459119496855346,0.742138364779874,0.666666666666667,0.371069182389937,0.534591194968553,2.23899371069182,4
"52",7100,0,-0.0313146926543881,0.0511077777072496,1.26499749278362,0.476125378199296,0.584905660377358,0.616352201257862,0.553459119496855,0.484276729559748,0.79874213836478,2.23899371069182,4
"53",7157,4.89365178265219,-0.0234732104765976,-0.120291436271332,1.37917833761696,0.290829092806032,0.39622641509434,0.364779874213836,0.855345911949686,0.622641509433962,0.59748427672956,2.23899371069182,4
"54",7126,5.75149233317361,0.0421941329145932,0.0212160152907827,1.46905782631408,0.335131591498246,0.754716981132076,0.471698113207547,0.289308176100629,0.685534591194969,0.566037735849057,2.20125786163522,4
"55",7140,96.4113555698453,0.0252367949392229,-0.102337912052615,1.24655323620333,0.331198118310986,0.452830188679245,0.459119496855346,0.79874213836478,0.471698113207547,0.0817610062893082,2.18238993710692,4
"56",44662,98.2389424672699,0.0321891007892474,-0.00997056041636873,1.21775226055171,1.63577094692172,0.59748427672956,0.974842767295597,0.144654088050314,0.452830188679245,0.0628930817610063,2.16981132075472,4
"57",45535,0.149068156121459,0.0293407509015307,-0.0734202063049539,1.00536662449983,0.683413679672007,0.547169811320755,0.69811320754717,0.70440251572327,0.220125786163522,0.773584905660377,2.16981132075472,4
"58",45510,37.6329546658391,-0.0377036054450863,0.00188754239368121,2.98108527923172,0.336907335965318,0.666666666666667,0.484276729559748,0.0251572327044025,0.987421383647799,0.320754716981132,2.16352201257862,4
"59",7125,93.8646978893783,0.0293326808389834,0.00805849316289973,1.5483938759932,0.790085911269134,0.540880503144654,0.767295597484277,0.113207547169811,0.735849056603774,0.10062893081761,2.15723270440252,4
"60",45514,44.0375764730071,-0.0306948898390479,0.0450890602364992,2.02525144614375,0.23283113855304,0.566037735849057,0.226415094339623,0.49685534591195,0.855345911949686,0.276729559748428,2.14465408805031,4
"61",45509,19.4823682841667,-0.0205605300004744,-0.0320231636588088,2.71048044641564,0.331107593546005,0.339622641509434,0.452830188679245,0.389937106918239,0.955974842767296,0.39622641509434,2.13836477987421,4
"62",45547,0.00618205470709176,-0.0381305117671962,-0.104324416828236,1.00721034435837,0.305083730365297,0.691823899371069,0.39622641509434,0.823899371069182,0.226415094339623,0.792452830188679,2.13836477987421,4
"63",20353,0,-0.0218580038488586,-0.100901802454579,1.0317197760561,0.680978569358285,0.383647798742138,0.691823899371069,0.792452830188679,0.264150943396226,0.79874213836478,2.13207547169811,4
"64",45554,54.6040555944418,0.0196201902866117,0.0352071119980472,1.1625523899549,1.94909612614699,0.320754716981132,0.987421383647799,0.433962264150943,0.377358490566038,0.220125786163522,2.11949685534591,4
"65",31593,0.122598001506233,-0.0205031800159039,0.0151935452478495,1.42046979361686,1.25926640708037,0.333333333333333,0.89937106918239,0.232704402515723,0.654088050314465,0.786163522012579,2.11949685534591,4
"66",7097,86.100792584274,-0.0244634560862868,0.0545310729963567,1.15500746636336,0.751084682194865,0.440251572327044,0.735849056603774,0.584905660377358,0.352201257861635,0.144654088050314,2.11320754716981,4
"67",7151,0,0.0241604701790715,-0.0145193896997331,2.93489236224715,0.343385800809568,0.427672955974843,0.490566037735849,0.220125786163522,0.974842767295597,0.79874213836478,2.11320754716981,4
